Model,Accuracy,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_F1,MCC,Log_Loss,Macro_ROC_AUC_OVR,Macro_PR_AUC,Attack_FPR,Attack_FNR,ECE_10_bins,Inference_ms_per_window,Throughput_windows_per_second,Model_Size_MB,Training_Seconds
LSTM Classifier,0.9955,0.9955,0.99559902200489,0.9955,0.9955176606841121,0.9955176606841121,0.9943912366769697,0.03720886478222377,0.9996875,0.9984486815772595,0.0,0.005625,0.020961315996944948,0.0408915457500143,24454.932716737672,0.1573953628540039,3.6115870989997347
